payment_id,ride_id,mode,amount,status,tip_amount
P001253,R001253,UPI,51.04,Success,5
P001254,R001254,Wallet,147.8,Success,10
P001255,R001255,Card,71.8,Success,0
P001256,R001256,UPI,36.46,Success,5
P001257,R001257,UPI,45.4,Success,0
P001258,R001258,UPI,157.28,Success,0
P001259,R001259,UPI,64.76,Success,0
P001260,R001260,UPI,43.34,Success,0
P001261,R001261,UPI,57.02,Success,0
P001262,R001262,UPI,51.0,Success,0
P001263,R001263,UPI,151.0,Success,0
P001264,R001264,Wallet,211.72,Success,0
P001265,R001265,UPI,135.8,Success,0
P001266,R001266,Card,102.8,Success,10
P001267,R001267,UPI,46.84,Success,5
P001268,R001268,UPI,85.56,Success,0
P001269,R001269,UPI,53.66,Success,0
P001270,R001270,UPI,37.4,Success,0
P001271,R001271,UPI,36.64,Success,5
P001272,R001272,Card,63.04,Success,0
P001273,R001273,Card,171.76,Success,0
P001274,R001274,UPI,76.84,Success,0
P001275,R001275,UPI,53.74,Failed,0
P001276,R001276,UPI,223.36,Success,0
P001277,R001277,UPI,67.0,Pending,20
P001278,R001278,Wallet,60.28,Success,0
P001279,R001279,UPI,121.08,Success,20
P001280,R001280,UPI,80.44,Success,5
P001281,R001281,UPI,84.64,Success,0
P001282,R001282,UPI,96.4,Success,5
P001283,R001283,Card,76.92,Success,20
P001284,R001284,Cash,102.28,Success,0
P001285,R001285,UPI,74.44,Success,0
P001286,R001286,UPI,52.58,Success,0
P001287,R001287,Card,64.04,Success,10
P001288,R001288,UPI,71.8,Success,0
P001289,R001289,UPI,53.18,Success,0
P001290,R001290,UPI,104.72,Success,0
P001291,R001291,Wallet,123.84,Success,0
P001292,R001292,Card,84.84,Success,0
P001293,R001293,Card,104.24,Success,5
P001294,R001294,Card,33.16,Success,5
P001295,R001295,UPI,115.66,Success,0
P001296,R001296,UPI,28.34,Success,0
P001297,R001297,UPI,78.36,Success,10
P001298,R001298,Card,94.0,Success,0
P001299,R001299,Cash,40.92,Success,0
P001300,R001300,Card,80.12,Success,0
P001301,R001301,UPI,40.84,Success,0
P001302,R001302,Card,70.22,Success,0
P001303,R001303,UPI,135.68,Success,0
P001304,R001304,Card,76.46,Success,0
P001305,R001305,UPI,162.08,Success,10
P001306,R001306,UPI,82.16,Success,10
P001307,R001307,UPI,38.88,Success,5
P001308,R001308,Card,54.76,Success,0
P001309,R001309,UPI,91.64,Success,0
P001310,R001310,UPI,77.48,Success,0
P001311,R001311,UPI,111.58,Success,5
P001312,R001312,UPI,49.96,Failed,0
P001313,R001313,UPI,72.48,Success,0
P001314,R001314,UPI,68.94,Success,0
P001315,R001315,Card,73.2,Success,0
P001316,R001316,Card,109.48,Success,5
P001317,R001317,UPI,34.76,Success,0
P001318,R001318,UPI,76.6,Success,0
P001319,R001319,Card,104.48,Success,20
P001320,R001320,Cash,132.16,Success,0
P001321,R001321,UPI,155.96,Success,0
P001322,R001322,Card,106.72,Success,0
P001323,R001323,Cash,128.68,Success,0
P001324,R001324,UPI,58.84,Success,0
P001325,R001325,Card,56.2,Success,0
P001326,R001326,Card,70.0,Success,0
P001327,R001327,UPI,74.44,Success,0
P001328,R001328,UPI,62.44,Success,0
P001329,R001329,Card,75.76,Success,0
P001330,R001330,UPI,81.04,Success,20
P001331,R001331,Card,77.56,Success,0
P001332,R001332,UPI,40.28,Success,0
P001333,R001333,UPI,58.84,Success,0
P001334,R001334,UPI,111.16,Success,0
P001335,R001335,UPI,77.32,Success,0
P001336,R001336,Wallet,84.52,Success,0
P001337,R001337,UPI,133.58,Success,0
P001338,R001338,UPI,59.8,Success,0
P001339,R001339,UPI,96.28,Success,0
P001340,R001340,Cash,61.56,Failed,0
P001341,R001341,UPI,46.02,Success,0
P001342,R001342,UPI,118.0,Success,0
P001343,R001343,UPI,146.56,Success,0
P001344,R001344,Card,199.92,Pending,20
P001345,R001345,Cash,104.48,Success,0
P001346,R001346,UPI,100.52,Success,5
P001347,R001347,Wallet,95.64,Success,0
P001348,R001348,UPI,112.2,Pending,0
P001349,R001349,UPI,126.16,Success,5
P001350,R001350,Cash,81.88,Success,0
P001351,R001351,UPI,52.76,Success,0
P001352,R001352,Wallet,35.96,Success,0
P001353,R001353,UPI,44.32,Success,5
P001354,R001354,UPI,73.8,Success,5
P001355,R001355,UPI,58.76,Success,0
P001356,R001356,UPI,122.56,Success,0
P001357,R001357,UPI,127.8,Success,0
P001358,R001358,UPI,65.64,Success,0
P001359,R001359,Card,98.96,Success,20
P001360,R001360,Wallet,53.08,Success,5
P001361,R001361,Cash,123.56,Success,0
P001362,R001362,UPI,119.24,Success,0
P001363,R001363,Card,64.04,Success,10
P001364,R001364,UPI,57.92,Success,0
P001365,R001365,Card,31.28,Success,0
P001366,R001366,Card,85.64,Success,0
P001367,R001367,UPI,81.64,Success,20
P001368,R001368,UPI,37.48,Success,0
P001369,R001369,UPI,44.36,Success,0
P001370,R001370,UPI,56.28,Success,5
P001371,R001371,UPI,102.28,Success,20
P001372,R001372,UPI,166.12,Success,0
P001373,R001373,UPI,160.88,Success,10
P001374,R001374,Card,70.6,Success,0
P001375,R001375,UPI,138.56,Success,0
P001376,R001376,Card,86.88,Success,0
P001377,R001377,UPI,36.68,Success,0
P001378,R001378,Card,61.8,Success,5
P001379,R001379,UPI,61.64,Success,0
P001380,R001380,Card,82.0,Success,0
P001381,R001381,Card,30.2,Success,0
P001382,R001382,UPI,76.28,Success,0
P001383,R001383,UPI,85.32,Success,5
P001384,R001384,Card,131.76,Success,20
P001385,R001385,Card,75.92,Success,0
P001386,R001386,Card,69.4,Success,0
P001387,R001387,UPI,114.88,Success,0
P001388,R001388,Cash,58.44,Success,5
P001389,R001389,UPI,68.76,Success,0
P001390,R001390,UPI,53.16,Pending,0
P001391,R001391,UPI,36.68,Success,0
P001392,R001392,Card,113.0,Success,0
P001393,R001393,UPI,140.16,Success,10
P001394,R001394,UPI,71.12,Success,10
P001395,R001395,UPI,50.98,Success,5
P001396,R001396,Wallet,137.44,Success,0
P001397,R001397,UPI,39.9,Success,10
P001398,R001398,UPI,99.96,Success,10
P001399,R001399,Card,57.84,Success,5
P001400,R001400,Card,49.04,Failed,0
P001401,R001401,UPI,102.68,Success,20
P001402,R001402,Card,74.44,Success,0
P001403,R001403,Cash,97.0,Success,20
P001404,R001404,UPI,51.6,Success,10
P001405,R001405,UPI,56.32,Success,0
P001406,R001406,UPI,34.04,Success,0
P001407,R001407,UPI,96.96,Success,5
P001408,R001408,UPI,149.92,Success,0
P001409,R001409,Cash,193.96,Success,0
P001410,R001410,UPI,47.44,Success,5
P001411,R001411,UPI,46.82,Failed,0
P001412,R001412,UPI,109.6,Success,0
P001413,R001413,UPI,164.68,Success,0
P001414,R001414,UPI,87.08,Success,0
P001415,R001415,UPI,150.76,Success,0
P001416,R001416,UPI,84.08,Success,0
P001417,R001417,Card,94.64,Success,0
P001418,R001418,UPI,74.8,Success,0
P001419,R001419,Card,131.12,Success,10
P001420,R001420,UPI,69.16,Success,0
P001421,R001421,Wallet,56.92,Pending,0
P001422,R001422,UPI,76.36,Success,20
P001423,R001423,Card,90.48,Success,5
P001424,R001424,Cash,27.32,Success,0
P001425,R001425,UPI,79.6,Success,0
P001426,R001426,Card,169.2,Success,5
P001427,R001427,Cash,86.96,Success,5
P001428,R001428,UPI,39.18,Success,0
P001429,R001429,Card,84.12,Success,5
P001430,R001430,Card,87.4,Success,5
P001431,R001431,UPI,99.34,Failed,10
P001432,R001432,UPI,87.12,Success,0
P001433,R001433,Card,138.92,Success,10
P001434,R001434,Cash,41.54,Success,0
P001435,R001435,Card,73.72,Success,0
P001436,R001436,Card,77.32,Success,0
P001437,R001437,UPI,142.04,Success,0
P001438,R001438,UPI,131.68,Success,0
P001439,R001439,UPI,128.8,Success,0
P001440,R001440,Cash,44.28,Success,0
P001441,R001441,UPI,35.96,Pending,0
P001442,R001442,UPI,49.48,Success,0
P001443,R001443,Cash,42.48,Success,5
P001444,R001444,Wallet,156.88,Success,0
P001445,R001445,Wallet,58.72,Success,0
P001446,R001446,UPI,83.08,Pending,0
P001447,R001447,UPI,98.32,Success,0
P001448,R001448,UPI,35.72,Success,0
P001449,R001449,UPI,91.88,Success,0
P001450,R001450,UPI,36.68,Success,0
P001451,R001451,UPI,116.08,Success,5
P001452,R001452,UPI,58.2,Success,0
P001453,R001453,UPI,65.0,Success,10
P001454,R001454,UPI,136.96,Success,20
P001455,R001455,UPI,159.16,Success,0
P001456,R001456,UPI,47.96,Success,10
P001457,R001457,UPI,89.36,Success,0
P001458,R001458,Card,152.68,Success,0
P001459,R001459,Cash,64.2,Success,0
P001460,R001460,UPI,77.68,Success,0
P001461,R001461,UPI,99.2,Success,0
P001462,R001462,UPI,134.16,Success,20
P001463,R001463,Cash,133.4,Success,0
P001464,R001464,Cash,23.24,Success,0
P001465,R001465,Card,145.84,Success,0
P001466,R001466,UPI,79.28,Success,0
P001467,R001467,Card,74.76,Success,5
P001468,R001468,UPI,54.7,Success,5
P001469,R001469,Cash,69.24,Success,5
P001470,R001470,UPI,111.92,Success,5
P001471,R001471,Card,95.84,Failed,0
P001472,R001472,Wallet,40.88,Success,5
P001473,R001473,Cash,48.86,Success,0
P001474,R001474,Cash,57.88,Success,0
P001475,R001475,UPI,54.86,Success,0
P001476,R001476,Wallet,102.88,Success,0
P001477,R001477,Cash,98.08,Success,5
P001478,R001478,UPI,51.32,Success,0
P001479,R001479,UPI,71.64,Failed,0
P001480,R001480,UPI,55.24,Success,0
P001481,R001481,UPI,55.36,Success,0
P001482,R001482,UPI,48.6,Success,0
P001483,R001483,UPI,46.12,Success,5
P001484,R001484,Card,135.52,Success,0
P001485,R001485,UPI,35.16,Success,0
P001486,R001486,Card,32.36,Success,0
P001487,R001487,Card,76.84,Success,0
P001488,R001488,Card,64.92,Success,5
P001489,R001489,UPI,46.36,Success,10
P001490,R001490,Card,36.86,Success,0
P001491,R001491,UPI,77.04,Success,0
P001492,R001492,UPI,72.04,Success,0
P001493,R001493,UPI,33.56,Success,0
P001494,R001494,UPI,131.64,Success,5
P001495,R001495,Card,58.48,Success,0
P001496,R001496,Wallet,78.08,Success,0
P001497,R001497,UPI,83.32,Success,0
P001498,R001498,UPI,143.04,Success,0
P001499,R001499,UPI,50.32,Success,0
P001500,R001500,Card,46.88,Success,0
P001501,R001501,UPI,40.68,Pending,0
P001502,R001502,UPI,60.64,Success,0
P001503,R001503,UPI,67.8,Success,0
P001504,R001504,Wallet,84.8,Success,10
P001505,R001505,Wallet,295.6,Success,0
P001506,R001506,UPI,56.5,Success,5
P001507,R001507,Cash,83.0,Success,0
P001508,R001508,UPI,95.36,Success,0
P001509,R001509,UPI,96.28,Success,0
P001510,R001510,UPI,76.28,Success,0
P001511,R001511,Card,58.12,Success,0
P001512,R001512,UPI,64.64,Success,0
P001513,R001513,UPI,56.6,Success,0
P001514,R001514,UPI,31.4,Success,0
P001515,R001515,UPI,48.12,Success,10
P001516,R001516,Cash,52.16,Success,5
P001517,R001517,Card,133.96,Success,0
P001518,R001518,Card,44.88,Success,5
P001519,R001519,Cash,64.36,Success,0
P001520,R001520,Cash,38.82,Success,0
P001521,R001521,Card,38.84,Success,0
P001522,R001522,UPI,59.04,Success,10
P001523,R001523,UPI,59.96,Success,0
P001524,R001524,UPI,93.64,Success,0
P001525,R001525,Card,99.32,Success,0
P001526,R001526,Card,152.84,Success,0
P001527,R001527,Card,142.84,Success,0
P001528,R001528,UPI,115.76,Pending,5
P001529,R001529,UPI,83.4,Success,0
P001530,R001530,UPI,101.56,Success,0
P001531,R001531,UPI,63.88,Success,0
P001532,R001532,Card,83.32,Success,0
P001533,R001533,UPI,40.34,Failed,0
P001534,R001534,UPI,75.16,Success,0
P001535,R001535,UPI,101.48,Success,0
P001536,R001536,Card,51.52,Success,0
P001537,R001537,UPI,208.16,Success,0
P001538,R001538,Card,54.64,Success,0
P001539,R001539,Cash,122.52,Success,5
P001540,R001540,UPI,49.72,Success,0
P001541,R001541,Cash,143.04,Success,20
P001542,R001542,UPI,125.84,Success,10
P001543,R001543,UPI,38.0,Success,5
P001544,R001544,Card,76.52,Success,0
P001545,R001545,UPI,49.1,Success,0
P001546,R001546,Card,60.7,Success,5
P001547,R001547,UPI,54.04,Success,0
P001548,R001548,UPI,73.36,Success,0
P001549,R001549,UPI,60.52,Success,0
P001550,R001550,Card,38.38,Success,5
P001551,R001551,Card,74.08,Success,0
P001552,R001552,Cash,194.68,Success,0
P001553,R001553,Wallet,46.52,Success,0
P001554,R001554,UPI,67.12,Failed,0
P001555,R001555,UPI,91.52,Success,0
P001556,R001556,UPI,61.32,Success,5
P001557,R001557,UPI,66.4,Pending,0
P001558,R001558,Card,64.0,Success,0
P001559,R001559,Wallet,71.34,Success,0
P001560,R001560,UPI,73.34,Success,0
P001561,R001561,UPI,56.52,Success,0
P001562,R001562,UPI,46.02,Success,0
P001563,R001563,UPI,43.72,Success,0
P001564,R001564,UPI,49.84,Success,5
P001565,R001565,UPI,58.22,Success,0
P001566,R001566,Card,26.6,Success,0
P001567,R001567,UPI,98.56,Success,0
P001568,R001568,UPI,92.32,Success,0
P001569,R001569,UPI,126.64,Success,5
P001570,R001570,UPI,150.28,Success,0
P001571,R001571,UPI,78.14,Failed,0
P001572,R001572,Card,88.36,Success,0
P001573,R001573,UPI,42.52,Success,0
P001574,R001574,Cash,280.6,Success,0
P001575,R001575,UPI,26.42,Success,0
P001576,R001576,UPI,116.76,Success,5
P001577,R001577,UPI,43.4,Success,0
P001578,R001578,Cash,74.64,Success,5
P001579,R001579,UPI,133.68,Success,20
P001580,R001580,UPI,99.32,Success,0
P001581,R001581,UPI,77.92,Success,5
P001582,R001582,UPI,65.56,Success,0
P001583,R001583,Card,152.68,Success,0
P001584,R001584,UPI,69.76,Success,0
P001585,R001585,UPI,68.24,Success,0
P001586,R001586,Wallet,57.34,Failed,20
P001587,R001587,UPI,136.92,Success,10
P001588,R001588,Card,347.48,Success,0
P001589,R001589,UPI,124.24,Success,10
P001590,R001590,Cash,90.36,Success,0
P001591,R001591,UPI,78.62,Success,0
P001592,R001592,UPI,76.92,Failed,0
P001593,R001593,UPI,98.32,Success,0
P001594,R001594,UPI,108.84,Success,5
P001595,R001595,UPI,76.12,Success,5
P001596,R001596,Cash,47.28,Success,5
P001597,R001597,Cash,34.24,Success,5
P001598,R001598,Card,85.72,Success,0
P001599,R001599,UPI,66.2,Success,5
P001600,R001600,Card,75.04,Success,5
P001601,R001601,Card,73.94,Success,0
P001602,R001602,Card,37.72,Success,0
P001603,R001603,UPI,46.58,Pending,0
P001604,R001604,UPI,35.18,Success,0
P001605,R001605,Wallet,74.02,Success,20
P001606,R001606,UPI,50.28,Success,0
P001607,R001607,Wallet,30.38,Success,0
P001608,R001608,UPI,116.36,Failed,0
P001609,R001609,Card,31.1,Success,0
P001610,R001610,Card,93.88,Success,0
P001611,R001611,UPI,82.6,Success,0
P001612,R001612,UPI,130.84,Success,10
P001613,R001613,Cash,58.3,Success,5
P001614,R001614,UPI,69.2,Success,10
P001615,R001615,UPI,70.22,Success,0
P001616,R001616,UPI,40.04,Failed,0
P001617,R001617,Wallet,61.6,Success,0
P001618,R001618,Card,40.76,Success,0
P001619,R001619,UPI,67.24,Success,0
P001620,R001620,Card,63.64,Success,0
P001621,R001621,UPI,28.64,Success,0
P001622,R001622,UPI,44.2,Success,0
P001623,R001623,Card,52.58,Failed,0
P001624,R001624,Cash,168.8,Success,0
P001625,R001625,UPI,141.92,Success,0
P001626,R001626,Card,108.92,Success,10
P001627,R001627,UPI,81.88,Success,0
P001628,R001628,Card,59.8,Success,0
P001629,R001629,UPI,87.02,Success,0
P001630,R001630,Cash,33.72,Success,0
P001631,R001631,Card,130.92,Success,5
P001632,R001632,Cash,92.16,Success,5
P001633,R001633,UPI,76.2,Success,10
P001634,R001634,UPI,391.08,Success,10
P001635,R001635,UPI,163.56,Success,10
P001636,R001636,UPI,151.0,Success,0
P001637,R001637,UPI,87.72,Success,10
P001638,R001638,Wallet,211.84,Success,0
P001639,R001639,UPI,139.36,Success,0
P001640,R001640,UPI,81.48,Success,20
P001641,R001641,Card,65.92,Success,0
P001642,R001642,Card,115.36,Success,0
P001643,R001643,UPI,80.6,Success,0
P001644,R001644,Card,76.32,Success,5
P001645,R001645,Wallet,100.72,Failed,0
P001646,R001646,UPI,33.8,Success,0
P001647,R001647,Cash,30.84,Success,0
P001648,R001648,UPI,110.0,Success,10
P001649,R001649,UPI,58.4,Success,5
P001650,R001650,UPI,57.52,Success,0
P001651,R001651,UPI,65.52,Success,10
P001652,R001652,Card,45.32,Success,0
P001653,R001653,UPI,106.08,Success,0
P001654,R001654,Card,40.44,Success,0
P001655,R001655,Card,98.6,Success,20
P001656,R001656,UPI,79.76,Success,0
P001657,R001657,UPI,94.6,Success,0
P001658,R001658,UPI,36.92,Success,0
P001659,R001659,UPI,56.12,Success,0
P001660,R001660,Card,103.16,Success,20
P001661,R001661,UPI,88.44,Success,5
P001662,R001662,Card,40.58,Success,0
P001663,R001663,UPI,35.88,Success,0
P001664,R001664,UPI,124.16,Success,0
P001665,R001665,UPI,69.56,Success,0
P001666,R001666,UPI,98.36,Success,0
P001667,R001667,UPI,114.52,Success,0
P001668,R001668,Card,180.52,Success,0
P001669,R001669,UPI,53.24,Success,0
P001670,R001670,UPI,72.44,Success,0
P001671,R001671,UPI,76.4,Success,0
P001672,R001672,Card,80.2,Success,0
P001673,R001673,UPI,69.48,Failed,0
P001674,R001674,UPI,58.72,Success,20
P001675,R001675,UPI,157.16,Success,0
P001676,R001676,UPI,50.52,Success,0
P001677,R001677,UPI,39.3,Success,0
P001678,R001678,UPI,33.26,Success,0
P001679,R001679,UPI,112.08,Success,5
P001680,R001680,Card,28.4,Success,0
P001681,R001681,UPI,239.6,Success,0
P001682,R001682,Cash,134.12,Success,0
P001683,R001683,UPI,57.72,Success,0
P001684,R001684,Wallet,284.08,Success,0
P001685,R001685,Card,90.04,Success,0
P001686,R001686,Card,39.32,Success,0
P001687,R001687,UPI,47.96,Success,0
P001688,R001688,UPI,43.18,Success,5
P001689,R001689,UPI,80.2,Success,0
P001690,R001690,Card,87.08,Success,0
P001691,R001691,Cash,81.56,Success,10
P001692,R001692,Cash,39.74,Success,0
P001693,R001693,Card,109.44,Success,10
P001694,R001694,UPI,73.8,Success,5
P001695,R001695,UPI,27.68,Success,0
P001696,R001696,Cash,112.88,Success,0
P001697,R001697,UPI,70.24,Success,0
P001698,R001698,Card,73.36,Success,5
P001699,R001699,Wallet,57.44,Success,0
P001700,R001700,Card,71.24,Success,0
P001701,R001701,Card,202.52,Success,0
P001702,R001702,Card,62.6,Success,0
P001703,R001703,Card,78.76,Success,0
P001704,R001704,Card,63.4,Success,0
P001705,R001705,UPI,91.36,Success,0
P001706,R001706,UPI,208.36,Success,0
P001707,R001707,UPI,49.16,Success,0
P001708,R001708,UPI,115.0,Success,0
P001709,R001709,UPI,26.9,Success,0
P001710,R001710,UPI,32.42,Success,0
P001711,R001711,Card,34.46,Success,0
P001712,R001712,UPI,90.92,Success,0
P001713,R001713,UPI,58.72,Success,0
P001714,R001714,Wallet,41.0,Success,0
P001715,R001715,UPI,40.12,Success,0
P001716,R001716,Card,73.36,Success,0
P001717,R001717,UPI,31.94,Success,0
P001718,R001718,Card,87.04,Success,5
P001719,R001719,Cash,102.4,Success,20
P001720,R001720,Card,77.7,Success,0
P001721,R001721,Card,55.44,Success,5
P001722,R001722,Card,67.84,Success,0
P001723,R001723,UPI,130.04,Success,10
P001724,R001724,UPI,53.44,Success,0
P001725,R001725,UPI,62.68,Success,0
P001726,R001726,Wallet,136.12,Success,0
P001727,R001727,Wallet,38.48,Success,0
P001728,R001728,Card,63.72,Success,0
P001729,R001729,UPI,65.64,Success,5
P001730,R001730,UPI,80.92,Success,0
P001731,R001731,UPI,90.62,Success,0
P001732,R001732,UPI,52.72,Success,0
P001733,R001733,UPI,38.9,Success,0
P001734,R001734,UPI,90.56,Success,10
P001735,R001735,Card,36.92,Success,0
P001736,R001736,Card,150.2,Success,0
P001737,R001737,UPI,147.04,Success,0
P001738,R001738,UPI,70.2,Success,0
P001739,R001739,Card,64.0,Success,0
P001740,R001740,UPI,79.48,Success,0
P001741,R001741,UPI,39.1,Failed,5
P001742,R001742,Wallet,69.16,Success,0
P001743,R001743,UPI,99.44,Success,0
P001744,R001744,UPI,62.84,Success,0
P001745,R001745,UPI,77.48,Success,0
P001746,R001746,UPI,49.44,Success,0
P001747,R001747,Card,38.54,Success,0
P001748,R001748,UPI,109.72,Success,0
P001749,R001749,UPI,145.88,Success,0
P001750,R001750,Card,51.0,Success,10
P001751,R001751,UPI,57.96,Success,0
P001752,R001752,Card,172.36,Success,0
P001753,R001753,UPI,83.56,Success,0
P001754,R001754,UPI,112.2,Success,0
P001755,R001755,UPI,104.92,Success,0
P001756,R001756,Card,55.32,Success,0
P001757,R001757,UPI,89.92,Success,0
P001758,R001758,UPI,113.2,Success,0
P001759,R001759,UPI,75.8,Success,0
P001760,R001760,UPI,45.04,Success,5
P001761,R001761,UPI,74.92,Success,5
P001762,R001762,UPI,74.8,Success,20
P001763,R001763,UPI,41.42,Success,0
P001764,R001764,UPI,86.88,Success,5
P001765,R001765,Card,43.56,Success,0
P001766,R001766,UPI,67.56,Pending,0
P001767,R001767,UPI,66.04,Success,0
P001768,R001768,UPI,90.28,Success,0
P001769,R001769,UPI,49.26,Success,0
P001770,R001770,UPI,57.28,Success,0
P001771,R001771,Cash,85.64,Success,20
P001772,R001772,UPI,43.64,Success,0
P001773,R001773,UPI,136.88,Success,10
P001774,R001774,Card,88.44,Success,5
P001775,R001775,Card,99.38,Success,0
P001776,R001776,UPI,98.2,Success,0
P001777,R001777,UPI,46.76,Success,0
P001778,R001778,UPI,117.4,Success,0
P001779,R001779,Cash,61.4,Success,0
P001780,R001780,UPI,96.12,Success,0
P001781,R001781,Card,50.68,Success,0
P001782,R001782,UPI,105.04,Success,0
P001783,R001783,UPI,72.4,Success,5
P001784,R001784,UPI,52.36,Success,0
P001785,R001785,UPI,99.48,Success,0
P001786,R001786,Card,88.08,Success,20
P001787,R001787,Card,31.52,Failed,0
P001788,R001788,Card,66.04,Success,0
P001789,R001789,UPI,69.48,Success,5
P001790,R001790,UPI,94.96,Success,0
P001791,R001791,Card,59.8,Failed,0
P001792,R001792,UPI,156.8,Success,0
P001793,R001793,Card,80.6,Success,0
P001794,R001794,UPI,78.76,Success,0
P001795,R001795,Cash,131.12,Success,0
P001796,R001796,UPI,89.2,Success,0
P001797,R001797,UPI,46.68,Success,0
P001798,R001798,Card,44.9,Success,0
P001799,R001799,UPI,68.36,Success,0
P001800,R001800,UPI,32.36,Success,0
P001801,R001801,Card,30.12,Success,0
P001802,R001802,UPI,29.72,Failed,0
P001803,R001803,UPI,57.28,Success,0
P001804,R001804,Card,74.28,Success,20
P001805,R001805,UPI,38.92,Success,5
P001806,R001806,Card,161.48,Success,0
P001807,R001807,Cash,59.96,Success,0
P001808,R001808,Card,101.32,Success,20
P001809,R001809,UPI,93.2,Success,10
P001810,R001810,UPI,82.12,Success,0
P001811,R001811,UPI,58.96,Success,0
P001812,R001812,Wallet,83.0,Success,0
P001813,R001813,UPI,45.0,Success,0
P001814,R001814,UPI,167.96,Success,10
P001815,R001815,Wallet,107.64,Success,0
P001816,R001816,Card,54.36,Success,0
P001817,R001817,UPI,92.96,Success,5
P001818,R001818,UPI,48.1,Failed,0
P001819,R001819,UPI,69.88,Success,0
P001820,R001820,UPI,88.28,Success,10
P001821,R001821,UPI,52.32,Success,5
P001822,R001822,Cash,58.3,Pending,20
P001823,R001823,Wallet,49.84,Failed,0
P001824,R001824,UPI,66.8,Success,0
P001825,R001825,UPI,35.78,Success,0
P001826,R001826,Card,91.6,Success,0
P001827,R001827,Card,57.62,Success,5
P001828,R001828,UPI,30.68,Success,0
P001829,R001829,UPI,56.92,Success,0
P001830,R001830,UPI,55.32,Success,10
P001831,R001831,Card,80.16,Success,0
P001832,R001832,Wallet,87.64,Success,0
P001833,R001833,Cash,130.48,Success,0
P001834,R001834,UPI,185.12,Success,0
P001835,R001835,UPI,74.3,Success,0
P001836,R001836,Wallet,60.92,Success,0
P001837,R001837,UPI,67.72,Success,0
P001838,R001838,UPI,64.76,Failed,10
P001839,R001839,Card,68.08,Success,0
P001840,R001840,UPI,44.64,Success,0
P001841,R001841,Card,65.08,Success,0
P001842,R001842,UPI,90.6,Success,0
P001843,R001843,Card,75.5,Success,0
P001844,R001844,UPI,58.28,Success,0
P001845,R001845,Cash,79.24,Success,0
P001846,R001846,Card,88.84,Success,20
P001847,R001847,Wallet,182.28,Success,10
P001848,R001848,Cash,38.32,Success,5
P001849,R001849,Card,65.16,Success,5
P001850,R001850,UPI,74.18,Success,0
P001851,R001851,Wallet,132.2,Success,10
P001852,R001852,Card,43.8,Success,0
P001853,R001853,Card,146.76,Success,0
P001854,R001854,UPI,72.64,Success,0
P001855,R001855,Cash,120.76,Success,0
P001856,R001856,Card,46.04,Success,10
P001857,R001857,UPI,81.08,Success,0
P001858,R001858,UPI,139.32,Success,0
P001859,R001859,UPI,86.12,Success,0
P001860,R001860,Card,59.62,Success,5
P001861,R001861,UPI,64.72,Success,0
P001862,R001862,Cash,64.16,Success,10
P001863,R001863,Card,101.76,Success,5
P001864,R001864,UPI,168.28,Success,0
P001865,R001865,UPI,92.88,Success,5
P001866,R001866,UPI,107.12,Success,5
P001867,R001867,UPI,185.68,Success,0
P001868,R001868,UPI,115.84,Success,0
P001869,R001869,UPI,90.32,Success,5
P001870,R001870,Card,92.68,Success,0
P001871,R001871,Wallet,39.44,Success,0
P001872,R001872,UPI,85.84,Success,0
P001873,R001873,Card,101.0,Success,10
P001874,R001874,UPI,116.68,Success,0
P001875,R001875,UPI,61.8,Success,10
P001876,R001876,UPI,85.24,Success,0
P001877,R001877,Cash,157.72,Success,0
P001878,R001878,UPI,82.24,Success,0
P001879,R001879,Card,31.06,Success,5
P001880,R001880,UPI,58.52,Success,0
P001881,R001881,Card,52.18,Success,10
P001882,R001882,Card,89.04,Success,5
P001883,R001883,UPI,42.36,Success,0
P001884,R001884,UPI,118.72,Success,0
P001885,R001885,Card,82.48,Success,0
P001886,R001886,UPI,130.78,Success,5
P001887,R001887,Card,95.6,Success,5
P001888,R001888,Wallet,101.32,Success,0
P001889,R001889,UPI,104.36,Success,0
P001890,R001890,Card,55.66,Success,0
P001891,R001891,Card,54.72,Success,5
P001892,R001892,Card,97.0,Success,0
P001893,R001893,UPI,114.12,Success,20
P001894,R001894,Cash,44.54,Success,0
P001895,R001895,Card,65.0,Success,10
P001896,R001896,Card,34.58,Success,0
P001897,R001897,Card,57.96,Success,5
P001898,R001898,Cash,29.06,Success,0
P001899,R001899,UPI,54.04,Success,0
P001900,R001900,UPI,72.88,Success,0
P001901,R001901,UPI,54.76,Success,0
P001902,R001902,UPI,69.44,Success,0
P001903,R001903,UPI,76.44,Success,0
P001904,R001904,UPI,61.6,Success,0
P001905,R001905,Card,69.08,Success,0
P001906,R001906,Card,46.24,Success,5
P001907,R001907,UPI,61.12,Success,0
P001908,R001908,Cash,34.68,Success,0
P001909,R001909,Cash,96.12,Success,0
P001910,R001910,UPI,30.68,Success,0
P001911,R001911,UPI,62.2,Success,0
P001912,R001912,UPI,89.92,Success,0
P001913,R001913,UPI,62.2,Success,0
P001914,R001914,Cash,119.32,Success,0
P001915,R001915,UPI,61.0,Success,0
P001916,R001916,Card,53.16,Success,0
P001917,R001917,Card,38.48,Success,0
P001918,R001918,UPI,60.12,Success,10
P001919,R001919,UPI,90.64,Success,0
P001920,R001920,UPI,66.12,Success,0
P001921,R001921,Card,88.0,Success,0
